ClutserID	Streptococcus_pneumoniae_CGSP14	Streptococcus_pneumoniae_G54	Streptococcus_pneumoniae_R6	Streptococcus_pneumoniae_Hungary19A-6	Streptococcus_pneumoniae_P1031	Streptococcus_pneumoniae_TCH8431-19A
1557	ACB90425.1	ACF56504.1	AAK99819.1	-	ACO21312.1	ADI69602.1
1558	ACB89600.1	ACF54798.1	-	ACA36877.1	ACO20859.1	ADI68876.1
1559	ACB91280.1	ACF55819.1	AAL00675.1	-	ACO20962.1	ADI68285.1
1560	ACB90879.1	ACF56604.1	AAL00302.1	-	ACO21884.1	ADI70125.1
1561	ACB91022.1	ACF54784.1	AAL00418.1	-	ACO21810.1	ADI70248.1
1562	ACB89321.1	-	AAK98871.1	ACA36645.1	ACO20937.1	ADI68584.1
1563	ACB91153.1	ACF55147.1	AAL00545.1	-	ACO21334.1	ADI70389.1
1564	ACB91004.1	ACF55965.1	AAL00403.1	-	ACO21979.1	ADI70227.1
1565	ACB90695.1	ACF55009.1	-	ACA36496.1	ACO21978.1	ADI69316.1
1566	ACB90461.1	ACF54814.1	AAK99781.1	-	ACO22082.1	ADI69643.1
1567	ACB90866.1	ACF55554.1	AAL00286.1	-	ACO22186.1	ADI70108.1
1568	ACB89942.1	ACF55497.1	AAK99454.1	-	ACO20699.1	ADI69252.1
1569	ACB89916.1	ACF55447.1	AAK99432.1	ACA35749.1	-	ADI69228.1
1570	ACB89862.1	ACF56778.1	AAK99376.1	-	ACO21093.1	ADI69175.1
1571	ACB89875.1	ACF56340.1	AAK99387.1	ACA35624.1	-	ADI69187.1
1572	ACB90272.1	ACF54980.1	AAK99746.1	ACA36439.1	-	ADI69662.1
1573	ACB89599.1	ACF56769.1	-	ACA35552.1	ACO20791.1	ADI68875.1
1574	ACB89893.1	ACF54879.1	AAK99405.1	-	ACO20646.1	ADI69204.1
1575	ACB90332.1	ACF56454.1	-	ACA35797.1	ACO20727.1	ADI69508.1
1576	ACB91402.1	ACF56375.1	AAL00789.1	-	ACO21121.1	ADI68416.1
1577	ACB89415.1	ACF56005.1	-	ACA36148.1	ACO21324.1	ADI70428.1
1578	ACB90725.1	ACF55708.1	-	ACA36520.1	ACO20418.1	ADI69246.1
1579	ACB89420.1	ACF56794.1	-	ACA36364.1	ACO20860.1	ADI70433.1
1580	ACB91204.1	ACF54781.1	AAL00605.1	ACA37299.1	-	ADI70485.1
1581	ACB90012.1	ACF56409.1	AAK99525.1	ACA35816.1	-	ADI69904.1
1582	ACB90732.1	ACF55948.1	AAL00154.1	-	ACO20326.1	ADI69958.1
1583	ACB90594.1	ACF56103.1	AAL00014.1	ACA35663.1	ACO21714.1	-
1584	ACB91222.1	ACF55438.1	-	ACA35965.1	ACO20869.1	ADI70501.1
1585	ACB89419.1	ACF56319.1	-	ACA35787.1	ACO21330.1	ADI70432.1
1586	ACB91410.1	-	AAL00797.1	ACA36136.1	ACO20193.1	ADI68429.1
1587	ACB90296.1	ACF55618.1	AAK99940.1	ACA35748.1	-	ADI69470.1
1588	ACB90591.1	ACF54956.1	-	ACA35924.1,ACA37325.1	ACO20297.1	-
1589	ACB91354.1	-	AAL00744.1	ACA37164.1	ACO21199.1	ADI68363.1
1590	ACB89423.1	ACF55620.1	-	ACA37605.1	ACO22036.1	ADI70435.1
1591	ACB90090.1	ACF56270.1	-	ACA36108.1	ACO20758.1	ADI69831.1
1592	ACB89637.1	ACF56753.1	AAK99151.1	-	ACO20322.1	ADI68916.1
1593	ACB91148.1	ACF54972.1	AAL00540.1	ACA35828.1	-	ADI70384.1
1594	ACB90949.1	ACF55122.1	AAL00372.1	-	ACO21769.1	ADI70196.1
1595	ACB89915.1	ACF54942.1	AAK99431.1	-	ACO20472.1	ADI69227.1
1596	ACB89332.1	-	AAK98879.1	ACA35889.1	ACO21750.1	ADI68596.1
1597	ACB91261.1	ACF54788.1	-	ACA36656.1	ACO20218.1	ADI68267.1
1598	ACB89805.1	ACF56579.1	AAK99320.1	ACA36702.1	-	ADI69109.1
1599	ACB89388.1	ACF56641.1	AAK98939.1	ACA36468.1	-	ADI68671.1
1600	ACB89416.1	ACF56503.1	-	ACA37337.1	ACO20815.1	ADI70429.1
1601	ACB90667.1	ACF54767.1	AAL00087.1	ACA36881.1	-	ADI69346.1
1602	ACB90387.1	ACF55169.1	AAK99853.1	-	ACO20361.1	ADI69561.1
1603	ACB90566.1	ACF55054.1	-	ACA36349.1,ACA36096.1	ACO20790.1	-
1604	ACB89864.1	ACF56327.1	AAK99377.1	-	ACO21528.1	ADI69176.1
1605	ACB90184.1	ACF55705.1	AAK99662.1	ACA35685.1	-	ADI69761.1
1606	ACB90881.1	ACF55061.1	AAL00304.1	-	ACO21163.1	ADI70127.1
1607	ACB89801.1	ACF56533.1	AAK99315.1	ACA36333.1	-	ADI69104.1
1608	-	ACF56194.1	AAK99226.1	ACA37333.1	ACO21481.1	ADI69001.1
1609	-	ACF55367.1	AAK99706.1	ACA36553.1	ACO21858.1	ADI69714.1
1610	-	ACF55138.1	AAK99421.1	ACA36065.1	ACO20502.1	ADI69213.1
1611	-	ACF56401.1	AAK99428.1	ACA35929.1	ACO20272.1	ADI69223.1
1612	-	ACF56298.1	AAL00083.1	ACA37206.1	ACO20171.1	ADI69350.1
1613	-	ACF56106.1	AAK99269.1	ACA36451.1	ACO20802.1	ADI69051.1
1614	-	ACF55403.1	AAK99229.1	ACA36114.1	ACO22093.1	ADI69004.1
1615	-	ACF55025.1	AAL00577.1	ACA36564.1	ACO20954.1	ADI70455.1
1616	-	ACF55597.1	AAK98834.1	ACA35603.1	ACO21026.1	ADI68545.1
1617	-	ACF56118.1	AAK98956.1	ACA36307.1	ACO20220.1	ADI68693.1
1618	-	ACF56479.1	AAK99537.1	ACA36781.1	ACO22096.1	ADI69891.1
1619	-	ACF56024.1	AAK99126.1	ACA35950.1	ACO20281.1	ADI68887.1
1620	-	ACF55137.1	AAK99288.1	ACA36721.1	ACO20532.1	ADI69079.1
1621	-	ACF54862.1	AAK99225.1	ACA36930.1	ACO21304.1	ADI69000.1
1622	-	ACF55273.1	AAK99124.1	ACA37073.1	ACO22002.1	ADI68885.1
1623	-	ACF55548.1	AAK98958.1	ACA37551.1	ACO20224.1	ADI68695.1
1624	-	ACF55365.1	AAL00149.1	ACA35739.1	ACO22185.1	ADI69953.1
1625	-	ACF56728.1	AAL00015.1	ACA36273.1	ACO20805.1	ADI69424.1
1626	-	ACF55688.1	AAL00280.1	ACA37168.1	ACO20320.1	ADI70103.1
1627	-	ACF55282.1	AAL00151.1	ACA37490.1	ACO21208.1	ADI69955.1
1628	-	ACF55530.1	AAK99125.1	ACA36562.1	ACO20477.1	ADI68886.1
1629	-	ACF55183.1	AAK98924.1	ACA37418.1	ACO20584.1	ADI68649.1
1630	-	ACF56154.1	AAL00583.1	ACA35524.1	ACO21921.1	ADI70461.1
1631	-	ACF56368.1	AAL00370.1	ACA36504.1	ACO20870.1	ADI70193.1
1632	-	ACF54858.1	AAK99737.1	ACA36903.1	ACO21995.1	ADI69676.1
1633	-	ACF55243.1	AAK99224.1	ACA36191.1	ACO21797.1	ADI68999.1
1634	-	ACF55834.1	AAK99631.1	ACA35716.1	ACO21699.1	ADI69787.1
1635	-	ACF55638.1	AAK99228.1	ACA36493.1	ACO20284.1	ADI69003.1
1636	ACB91140.1	ACF56293.1	AAL00532.1	-	ACO20670.1	-
1637	-	-	AAK98883.1	ACA35701.1	ACO20769.1	ADI68600.1
1638	ACB90126.1	ACF55375.1	AAK99602.1	-	-	ADI69817.1
1639	ACB90693.1	ACF55481.1	AAL00112.1	-	-	ADI69318.1
1640	ACB90592.1	ACF55533.1	-	ACA36569.1	ACO21883.1	-
1641	ACB91040.1	ACF56806.1	-	ACA36309.1	ACO20844.1	-
1642	ACB89325.1	-	-	ACA35941.1	ACO20845.1	ADI68589.1
1643	ACB89500.1	ACF55405.1	AAK99024.1	-	-	ADI68781.1
1644	ACB90678.1	-	AAL00097.1	-	ACO21259.1	ADI69337.1
1645	ACB91137.1	ACF56034.1	AAL00529.1	ACA36115.1	-	-
1646	ACB91187.1	-	AAL00589.1	-	ACO21788.1	ADI70468.1
1647	ACB90287.1,ACB90528.1	ACF55366.1	-	-	ACO21051.1	-
1648	ACB90553.1	ACF55757.1	-	ACA35670.1	ACO21767.1	-
1649	ACB90684.1	ACF55667.1	AAL00103.1	-	ACO21271.1	-
1650	ACB91042.1	ACF56020.1	-	ACA37567.1	ACO20789.1	-
1651	ACB89550.1	ACF55426.1	-	-	ACO21604.1	ADI68829.1
1652	ACB91281.1	ACF55165.1	AAL00676.1	-	-	ADI68286.1
1653	ACB89646.1	ACF55544.1	AAK99160.1	ACA36851.1	-	-
1654	ACB90564.1	ACF55598.1	-	ACA36776.1	ACO22011.1	-
1655	ACB90884.1	ACF55435.1	-	ACA36046.1	ACO21493.1	-
1656	ACB90561.1	ACF55076.1	-	ACA35494.1	ACO20939.1	-
1657	ACB90559.1	ACF56669.1	-	ACA35541.1	ACO21609.1	-
1658	ACB89429.1,ACB90584.1	-	-	ACA36408.1	-	ADI70448.1
1659	ACB89272.1	ACF56556.1	AAK98826.1	-	-	ADI68537.1
1660	ACB89648.1	ACF56854.1	AAK99162.1	ACA35957.1	-	-
1661	ACB90146.1	-	AAK99621.1	-	ACO20803.1	ADI69798.1
1662	ACB90765.1	ACF56766.1	AAL00185.1	-	-	ADI69989.1
1663	ACB89643.1	ACF56493.1	AAK99300.1,AAK99157.1	-	-	-
1664	ACB89709.1	ACF56473.1	AAK99220.1	-	ACO20678.1	-
1665	ACB91409.1	ACF55283.1	AAL00796.1	-	-	ADI68424.1
1666	ACB90562.1	ACF55301.1	-	ACA37441.1	ACO20530.1	-
1667	ACB89858.1	ACF56091.1	AAK99373.1	-	-	ADI69172.1
1668	ACB91344.1	ACF56716.1	-	ACA36579.1	-	ADI68353.1
1669	ACB91265.1	ACF55149.1	AAL00660.1	ACA36095.1	-	-
1670	ACB90413.1	-	AAK99830.1	ACA35837.1	-	ADI69590.1
1671	ACB89361.1	ACF56754.1	-	-	ACO21144.1	ADI68630.1
1672	ACB90303.1	ACF56445.1	AAK99934.1	-	-	ADI69477.1
1673	ACB90882.1	ACF55662.1	-	-	ACO20423.1	ADI70128.1
1674	ACB91043.1	ACF55661.1	-	ACA36800.1	ACO21440.1	-
1675	ACB90549.1	ACF55526.1	-	ACA35893.1	ACO21534.1	-
1676	ACB90670.1	ACF56027.1	AAL00090.1	-	-	ADI69342.1
1677	ACB90034.1	-	AAK99546.1	ACA37302.1	ACO20811.1	-
1678	ACB91308.1	ACF56257.1	AAL00703.1	-	-	ADI68315.1
1679	ACB91450.1	ACF54773.1	AAL00840.1	-	ACO21230.1	-
1680	ACB89410.1,ACB90570.1	-	-	ACA36774.1	ACO21220.1	-
1681	ACB91456.1	ACF55146.1	AAL00846.1	-	ACO21881.1	-
1682	ACB90302.1	ACF54961.1	AAK99935.1	-	-	ADI69476.1
1683	ACB89506.1	ACF55595.1	AAK99027.1	-	-	ADI68785.1
1684	ACB89845.1	ACF55452.1	-	ACA36812.1	-	ADI69151.1
1685	ACB91072.1	ACF55182.1	AAL00464.1	-	-	ADI70296.1
1686	ACB91036.1	ACF55001.1	-	ACA36225.1	ACO20677.1	-
1687	ACB90565.1	ACF56609.1	-	ACA35858.1	ACO21231.1	-
1688	ACB90556.1	ACF56449.1	-	ACA36690.1	ACO20529.1	-
1689	ACB89860.1	ACF55588.1	AAK99374.1	-	-	ADI69173.1
1690	ACB90177.1	-	AAK99654.1	-	ACO21058.1	ADI69769.1
1691	ACB90519.1	-	AAK99981.1	ACA35825.1	ACO20198.1	-
1692	ACB91401.1	-	AAL00788.1	ACA35697.1	-	ADI68415.1
1693	ACB89649.1	ACF55348.1	AAK99163.1	ACA36431.1	-	-
1694	ACB90673.1	-	AAL00092.1	-	ACO20247.1	ADI69332.1
1695	ACB91264.1	ACF56765.1	AAL00659.1	-	-	ADI68270.1
1696	ACB90560.1	ACF56773.1	-	ACA36097.1	ACO22206.1	-
1697	ACB90569.1	ACF54764.1	-	ACA36078.1	ACO20300.1	-
1698	ACB90337.1	ACF55732.1	AAK99899.1	-	-	ADI69514.1
1699	ACB90555.1	ACF55801.1	-	ACA37574.1	ACO21385.1	-
1700	ACB89761.1	ACF55471.1	-	ACA36521.1	ACO21034.1	-
1701	ACB91146.1	ACF55010.1	AAL00539.1	-	-	ADI70383.1
1702	ACB91041.1	ACF54790.1	-	ACA35833.1	ACO21321.1	-
1703	ACB90156.1	ACF56796.1	-	ACA37445.1	-	ADI69784.1
1704	ACB89362.1	-	AAK98908.1	ACA36595.1	-	ADI68634.1
1705	ACB90338.1	ACF55514.1	AAK99898.1	-	-	ADI69515.1
1706	ACB90903.1	-	AAL00327.1	ACA35824.1	-	ADI70149.1
1707	ACB91321.1	ACF56043.1	AAL00717.1	-	ACO20268.1	-
1708	ACB89703.1	-	AAK99216.1	-	ACO21734.1	ADI68977.1
1709	ACB89861.1	ACF56559.1	AAK99375.1	ACA37411.1	-	-
1710	ACB90674.1	-	AAL00093.1	-	ACO20720.1	ADI69333.1
1711	ACB89501.1	ACF56012.1	AAK99025.1	-	-	ADI68782.1
1712	ACB90967.1	-	AAL00389.1	ACA36488.1	-	ADI70212.1
1713	ACB90165.1	ACF55171.1	AAK99643.1	-	ACO21005.1	-
1714	ACB89330.1	ACF56605.1	AAK98878.1	-	-	ADI68595.1
1715	ACB90676.1	-	AAL00095.1	-	ACO20514.1	ADI69335.1
1716	ACB89593.1	ACF54867.1	-	-	ACO20971.1	ADI68868.1
1717	ACB89602.1	ACF56562.1	-	ACA35949.1	-	ADI68878.1
1718	ACB89323.1	-	-	ACA37332.1	ACO21658.1	ADI68587.1
1719	ACB90166.1	ACF56470.1	AAK99644.1	-	ACO22194.1	-
1720	ACB89763.1	ACF56447.1	AAK99277.1	-	-	ADI69068.1
1721	ACB90558.1	ACF56146.1	-	ACA36143.1	ACO21580.1	-
1722	ACB89849.1	ACF54866.1	-	ACA36810.1	-	ADI69158.1
1723	ACB90563.1	ACF55907.1	-	ACA37093.1	ACO20364.1	-
1724	ACB91145.1	ACF55855.1	AAL00537.1	-	-	ADI70382.1
1725	ACB91035.1	ACF56129.1	-	ACA35806.1	ACO21709.1	-
1726	ACB90028.1	ACF56740.1	-	ACA37460.1	-	ADI69888.1
1727	ACB90551.1	ACF55095.1	-	ACA36870.1	ACO21022.1	-
1728	ACB90692.1	ACF56495.1	AAL00111.1	-	-	ADI69319.1
1729	ACB90552.1	ACF54918.1	-	ACA36523.1	ACO21629.1	-
1730	ACB90550.1	ACF55876.1	-	ACA37236.1	ACO21673.1	-
1731	ACB89636.1	ACF56082.1	AAK99150.1	-	-	ADI68915.1
1732	ACB90677.1	-	AAL00096.1	-	ACO21828.1	ADI69336.1
1733	ACB89647.1	ACF55068.1	AAK99161.1	ACA37267.1	-	-
1734	ACB91030.1	ACF55937.1	-	-	ACO20409.1	ADI70256.1
1735	ACB90675.1	-	AAL00094.1	-	ACO21427.1	ADI69334.1
1736	ACB89400.1	ACF55395.1	AAK98946.1	-	ACO20363.1	-
1737	ACB91092.1	ACF55822.1	AAL00486.1	-	-	ADI70319.1
1738	ACB90669.1	ACF55407.1	AAL00089.1	-	-	ADI69343.1
1739	ACB90178.1	-	AAK99655.1	-	ACO21615.1	ADI69768.1
1740	-	ACF55920.1	AAL00285.1	-	ACO20555.1	ADI70107.1
1741	-	ACF55766.1	-	ACA37055.1	ACO20674.1	ADI68694.1
1742	-	ACF55663.1	AAK99776.1	-	ACO21704.1,ACO21514.1	-
1743	-	ACF55653.1	-	ACA35917.1	ACO22073.1	ADI70206.1
1744	-	ACF55043.1	-	ACA35853.1	ACO21400.1	ADI68860.1
1745	-	ACF54807.1	AAL00433.1	-	ACO21675.1	ADI70265.1
1746	-	ACF55187.1	-	ACA36965.1	ACO21515.1	ADI69315.1
1747	-	ACF55921.1	AAK99744.1	ACA37391.1	ACO21855.1	-
1748	-	ACF55728.1	AAL00423.1	ACA36077.1	ACO21584.1	-
1749	-	ACF55946.1	AAL00084.1	ACA36616.1	-	ADI69349.1
1750	-	ACF54970.1,ACF56837.1	AAK99130.1	-	-	ADI69338.1
1751	-	ACF56240.1	AAK99129.1,AAL00098.1	-	-	ADI69339.1
1752	-	ACF56597.1	AAK99569.1,AAK98821.1	-	-	ADI70343.1
1753	-	ACF54762.1	AAK98916.1	ACA36491.1	-	ADI68637.1
1754	-	ACF56201.1	AAL00289.1	-	ACO21761.1	ADI70113.1
1755	-	ACF55156.1	AAK99985.1	ACA36916.1	ACO20636.1	-
1756	-	ACF56564.1	AAL00421.1	ACA35936.1	ACO20664.1	-
1757	-	ACF56249.1	-	ACA37079.1	ACO22041.1	ADI69199.1
1758	-	ACF55063.1	-	ACA36462.1	ACO20748.1	ADI70463.1
1759	-	ACF55609.1	-	ACA36281.1	ACO20982.1	ADI68525.1
1760	-	ACF56653.1	AAL00412.1	ACA36383.1	ACO21082.1	-
1761	-	ACF54869.1	AAK98985.1	-	ACO21403.1	ADI68741.1
1762	-	ACF56619.1	AAK99127.1	ACA37126.1	-	ADI68888.1
1763	-	ACF55294.1	AAK99629.1	ACA37575.1	-	ADI69789.1
1764	-	ACF55919.1	AAK99327.1	-	ACO22162.1	ADI69116.1
1765	-	ACF55362.1	AAL00432.1	-	ACO20942.1	ADI70264.1
1766	-	ACF55157.1	AAK99863.1	ACA37602.1	-	ADI69551.1
1767	-	ACF55339.1	-	ACA37530.1	ACO21538.1	ADI69832.1
1768	-	ACF56271.1	-	ACA37349.1	ACO20448.1	ADI68862.1
1769	-	ACF55014.1	AAK99962.1	-	ACO21204.1	ADI69448.1
1770	-	ACF56872.1	-	ACA36878.1	ACO20429.1	ADI68906.1
1771	-	ACF55155.1	AAK99354.1	ACA37583.1	ACO21783.1	-
1772	-	ACF54778.1	-	ACA35881.1	ACO21286.1	ADI70008.1
1773	-	ACF54912.1	-	ACA36668.1	-	ADI69167.1,ADI70261.1
1774	-	ACF56140.1	-	ACA36369.1	ACO22078.1	ADI68980.1
1775	-	ACF56199.1	AAK99115.1	ACA36605.1	ACO21393.1	-
1776	-	ACF55861.1	-	ACA35586.1	ACO21004.1	ADI68840.1
1777	-	ACF55133.1	AAL00422.1	ACA36568.1	ACO20984.1	-
1778	-	ACF55715.1	AAL00416.1	ACA37181.1	-	ADI70246.1
1779	-	-	AAL00773.1	ACA36757.1	ACO20515.1	ADI68396.1
1780	-	-	AAK99251.1	ACA37139.1	ACO21487.1	ADI69029.1
1781	-	-	AAL00772.1	ACA36763.1	ACO21014.1	ADI68395.1
1782	-	-	AAL00770.1	ACA35803.1	ACO22144.1	ADI68393.1
1783	-	-	AAK99016.1	ACA36922.1	ACO20827.1	ADI68772.1
1784	-	-	AAK98920.1	ACA37618.1	ACO21853.1	ADI68644.1
1785	-	-	AAL00769.1	ACA36415.1	ACO21667.1	ADI68392.1
1786	-	-	AAL00774.1	ACA36134.1	ACO22156.1	ADI68397.1
1787	-	-	AAK99222.1	ACA35898.1	ACO20842.1	ADI68997.1
1788	-	-	AAL00768.1	ACA37632.1	ACO20782.1	ADI68391.1
1789	-	-	AAK98913.1	-	ACO22000.1	ADI68632.1,ADI68638.1
1790	-	-	AAL00771.1	ACA37345.1	ACO20524.1	ADI68394.1
1791	-	-	AAK98938.1	ACA36017.1	ACO21225.1	ADI68669.1
1792	-	-	AAL00767.1	ACA36133.1	ACO21560.1	ADI68390.1
1793	-	-	AAK99250.1	ACA37637.1	ACO20897.1	ADI69030.1
1794	-	-	-	ACA37588.1,ACA36618.1	-	ADI69572.1,ADI69160.1
1795	-	-	-	ACA37315.1,ACA36724.1	-	ADI68991.1,ADI68990.1
1796	-	-	-	-	-	ADI68293.1,ADI68531.1,ADI68229.1,ADI70359.1
1797	ACB91076.1	-	AAL00468.1	-	-	ADI70301.1
1798	ACB90682.1	-	AAL00101.1	-	ACO21177.1	-
1799	ACB90234.1	-	AAK99715.1	-	-	ADI69705.1
1800	ACB89758.1	ACF54924.1	-	-	ACO21148.1	-
1801	ACB89834.1	-	-	-	ACO20265.1	ADI69139.1
1802	ACB91039.1	ACF56379.1	-	ACA36919.1	-	-
1803	ACB90108.1	ACF55761.1	-	ACA35918.1	-	-
1804	ACB90140.1	-	-	ACA36782.1	-	ADI69806.1
1805	ACB90764.1	ACF55101.1	AAL00184.1	-	-	-
1806	ACB90270.1	ACF55727.1	-	-	-	ADI69665.1
1807	ACB89363.1	-	AAK98909.1	-	-	ADI68635.1
1808	ACB90109.1	ACF56420.1	-	ACA37612.1	-	-
1809	ACB90407.1	ACF55788.1	-	-	-	ADI69583.1
1810	ACB90103.1	ACF55566.1	-	ACA36734.1	-	-
1811	ACB90116.1	ACF56009.1	-	ACA37344.1	-	-
1812	ACB91062.1	-	AAL00454.1	ACA37189.1	-	-
1813	ACB90093.1	-	-	-	ACO21255.1	ADI69828.1
1814	ACB90115.1	ACF56557.1	-	ACA37361.1	-	-
1815	ACB90268.1	ACF55453.1	-	-	-	ADI69670.1
1816	ACB90179.1	-	AAK99656.1	-	-	ADI69767.1
1817	ACB89784.1	-	-	ACA37466.1	-	ADI69090.1
1818	ACB89364.1	-	AAK98915.1	ACA36982.1	-	-
1819	ACB89306.1	-	-	ACA37258.1	ACO21289.1	-
1820	ACB90340.1	ACF56175.1	AAK99896.1	-	-	-
1821	ACB89738.1	ACF56618.1	-	-	ACO20227.1	-
1822	ACB90297.1	-	AAK99939.1	-	-	ADI69471.1
1823	ACB90266.1	ACF54959.1	-	-	-	ADI69671.1
1824	ACB90269.1	ACF55927.1	-	-	-	ADI69666.1
1825	ACB89912.1	ACF55577.1	AAK99427.1	-	-	-
1826	ACB89422.1	-	-	ACA37321.1	ACO21110.1	-
1827	ACB89641.1	ACF55811.1,ACF56853.1	-	-	-	-
1828	ACB90111.1	ACF55445.1	-	ACA37000.1	-	-
1829	ACB89322.1	-	-	-	ACO21197.1	ADI68586.1
1830	ACB89760.1	ACF55862.1	-	-	ACO21813.1	-
1831	ACB89733.1	-	-	ACA36899.1	ACO20585.1	-
1832	ACB90557.1	ACF55026.1	-	-	ACO20977.1	-
1833	ACB91400.1	-	AAL00787.1	-	-	ADI68413.1
1834	ACB91075.1	-	AAL00467.1	-	-	ADI70300.1
1835	ACB90283.1	-	AAK99757.1	-	ACO20223.1	-
1836	ACB90999.1	-	AAK99201.1	-	ACO20787.1	-
1837	ACB90112.1	ACF55943.1	-	ACA35507.1	-	-
1838	ACB90868.1	-	-	-	ACO21021.1	ADI70112.1
1839	ACB90301.1	ACF55441.1	-	-	-	ADI69475.1
1840	ACB89329.1	-	AAK98876.1	-	-	ADI68594.1
1841	ACB90114.1	ACF55503.1	-	ACA36749.1	-	-
1842	ACB90082.1	ACF56233.1	AAK99588.1	-	-	-
1843	ACB90707.1	-	AAL00006.1	ACA36271.1	-	-
1844	ACB90468.1	-	-	ACA36296.1	-	ADI69650.1
1845	ACB89755.1	-	-	ACA37091.1	-	ADI69060.1
1846	ACB90568.1	-	-	ACA37562.1	ACO22152.1	-
1847	ACB90100.1	ACF56337.1	-	ACA36227.1	-	-
1848	ACB89786.1	-	-	ACA36952.1	-	ADI69091.1
1849	ACB90089.1	ACF55602.1	-	ACA37366.1	-	-
1850	ACB90113.1	ACF56640.1	-	ACA37330.1	-	-
1851	ACB90979.1	ACF55796.1	AAL00401.1	-	-	-
1852	ACB90107.1	ACF55270.1	-	ACA36214.1	-	-
1853	ACB90966.1	-	AAL00388.1	ACA36006.1	-	-
1854	ACB89387.1	ACF56649.1	-	-	-	ADI68670.1
1855	ACB90110.1	ACF55258.1	-	ACA36692.1	-	-
1856	-	ACF55769.1	AAK99986.1	-	ACO21917.1	-
1857	-	ACF56344.1	-	ACA36607.1	-	ADI70318.1
1858	-	ACF55406.1	AAL00716.1	-	-	ADI68329.1
1859	-	ACF56216.1	-	ACA36407.1	ACO22142.1	-
1860	-	ACF55135.1	AAL00367.1	-	-	ADI70190.1
1861	-	ACF56774.1	-	ACA35757.1	-	ADI68882.1
1862	-	ACF56232.1	-	-	ACO21364.1	ADI70293.1
1863	-	ACF55097.1	-	ACA36373.1	ACO20575.1	-
1864	-	ACF55557.1	-	-	ACO21107.1	ADI69302.1
1865	-	ACF54818.1	AAK98945.1	-	ACO20681.1	-
1866	-	ACF55779.1	-	ACA37309.1	ACO21263.1	-
1867	-	ACF56182.1	-	ACA37229.1	-	ADI69758.1
1868	-	ACF56017.1	-	-	ACO21441.1	ADI68435.1
1869	-	ACF55966.1	-	ACA37346.1	ACO21036.1	-
1870	-	ACF55456.1,ACF55738.1	-	-	-	ADI69796.1
1871	-	ACF55323.1	-	ACA35981.1	-	ADI68686.1
1872	-	ACF56456.1	-	ACA36326.1	-	ADI68425.1
1873	-	ACF55392.1	-	ACA36400.1	-	ADI68601.1
1874	-	ACF55687.1	AAK99029.1	-	-	ADI68788.1
1875	-	ACF54815.1	-	ACA37581.1	-	ADI70427.1
1876	-	ACF55683.1	-	ACA37502.1	-	ADI68879.1
1877	-	ACF55516.1	AAK99419.1	-	-	ADI69211.1
1878	-	ACF55868.1	-	ACA36447.1	ACO20184.1	-
1879	ACB89365.1	ACF55696.1	-	ACA35997.1	-	-
1880	-	ACF56540.1	-	ACA35972.1	ACO20328.1	-
1881	-	ACF56468.1	-	ACA37489.1	-	ADI68884.1
1882	-	ACF55850.1	-	ACA37270.1	-	ADI69843.1
1883	-	ACF56662.1	-	ACA37515.1	ACO21511.1	-
1884	-	ACF55379.1	AAK98822.1	-	-	ADI68533.1
1885	-	ACF55973.1	AAL00763.1	-	-	ADI68384.1
1886	-	ACF56352.1	-	-	ACO22149.1	ADI69569.1
1887	-	ACF56307.1	-	ACA36599.1	-	ADI68880.1
1888	-	ACF56784.1	-	ACA36528.1	-	ADI68881.1
1889	-	ACF56638.1	-	ACA36894.1	-	ADI68883.1
1890	-	ACF55664.1	AAK99165.1	ACA36778.1	-	-
1891	-	ACF54854.1	-	ACA35630.1	ACO21357.1	-
1892	-	ACF55886.1	-	ACA35661.1	ACO21456.1	-
1893	-	-	AAL00443.1	ACA37475.1	-	ADI70275.1
1894	-	-	AAL00190.1	ACA37248.1	ACO21623.1	-
1895	-	-	AAL00113.1	ACA36026.1	-	ADI69317.1
1896	-	-	AAK99622.1	-	ACO21504.1	ADI69797.1
1897	-	-	AAL00625.1	-	ACO20298.1	ADI68233.1
1898	-	-	AAL00551.1	-	ACO22188.1	ADI70403.1
1899	-	-	AAK99680.1	ACA36363.1	ACO20542.1	-
1900	-	-	AAK99727.1	ACA35864.1	ACO21973.1	-
1901	-	-	AAK99963.1	-	ACO20906.1	ADI69447.1
1902	-	-	AAK99831.1	-	ACO21094.1	ADI69589.1
1903	-	-	AAL00046.1	-	ACO20740.1	ADI69390.1
1904	-	-	AAK99255.1	ACA35809.1	-	ADI69034.1
1905	-	-	AAK98819.1	-	-	ADI69902.1,ADI69717.1
1906	-	-	AAK99615.1	ACA35539.1	-	ADI69805.1
1907	-	-	AAK99540.1	-	ACO20941.1	ADI69887.1
1908	-	-	-	ACA35652.1	-	ADI68718.1,ADI68508.1
1909	-	-	-	ACA37559.1	-	ADI69500.1,ADI70376.1
1910	-	-	-	ACA36574.1	ACO20467.1	ADI70084.1
1911	-	-	-	ACA36177.1	-	ADI68648.1,ADI68633.1
1912	-	-	-	ACA37431.1	-	ADI68721.1,ADI68498.1
1913	-	-	-	ACA36862.1,ACA37570.1	ACO21150.1	-
1914	-	-	-	ACA35615.1	-	ADI68723.1,ADI68495.1
1915	-	-	-	ACA36849.1	ACO22176.1	ADI70088.1
1916	-	-	-	ACA36382.1	ACO20698.1	ADI68433.1
